coverage	n
2998	0
2999	0
3000	0
3001	0
3002	0
3003	0
3004	0
3005	0
3006	0
3007	0
3008	1
3009	0
3010	0
3011	0
3012	0
3013	0
3014	0
3015	0
3016	0
3017	0
3018	0
3019	0
3020	0
3021	0
3022	0
3023	1
3024	0
3025	1
3026	0
3027	0
3028	0
3029	0
3030	0
3031	1
3032	0
3033	0
3034	1
3035	0
3036	0
3037	0
3038	0
3039	0
3040	0
3041	0
3042	0
3043	0
3044	1
3045	0
3046	1
3047	0
3048	1
3049	0
3050	0
3051	0
3052	1
3053	0
3054	0
3055	0
3056	1
3057	0
3058	0
3059	1
3060	0
3061	2
3062	0
3063	0
3064	1
3065	1
3066	1
3067	0
3068	0
3069	0
3070	0
3071	1
3072	1
3073	0
3074	0
3075	0
3076	1
3077	1
3078	1
3079	0
3080	1
3081	0
3082	0
3083	0
3084	0
3085	1
3086	0
3087	0
3088	0
3089	0
3090	0
3091	1
3092	0
3093	1
3094	0
3095	0
3096	0
3097	0
3098	0
3099	0
3100	0
3101	0
3102	0
3103	0
3104	0
3105	0
3106	1
3107	0
3108	0
3109	0
3110	0
3111	0
3112	0
3113	1
3114	1
3115	0
3116	1
3117	0
3118	0
3119	0
3120	0
3121	0
3122	1
3123	0
3124	0
3125	0
3126	0
3127	0
3128	0
3129	1
3130	0
3131	0
3132	0
3133	0
3134	0
3135	1
3136	1
3137	0
3138	0
3139	0
3140	0
3141	0
3142	1
3143	0
3144	0
3145	0
3146	1
3147	0
3148	1
3149	1
3150	0
3151	0
3152	1
3153	0
3154	0
3155	1
3156	0
3157	1
3158	0
3159	1
3160	0
3161	0
3162	0
3163	0
3164	0
3165	0
3166	0
3167	0
3168	1
3169	0
3170	0
3171	0
3172	0
3173	1
3174	0
3175	1
3176	0
3177	1
3178	1
3179	0
3180	0
3181	0
3182	0
3183	1
3184	0
3185	0
3186	2
3187	1
3188	0
3189	1
3190	0
3191	1
3192	1
3193	0
3194	1
3195	0
3196	0
3197	0
3198	1
3199	0
3200	1
3201	0
3202	0
3203	1
3204	0
3205	1
3206	0
3207	0
3208	0
3209	1
3210	0
3211	0
3212	0
3213	0
3214	0
3215	1
3216	0
3217	0
3218	1
3219	0
3220	0
3221	1
3222	2
3223	0
3224	0
3225	0
3226	0
3227	0
3228	0
3229	1
3230	0
3231	0
3232	0
3233	0
3234	0
3235	0
3236	0
3237	0
3238	0
3239	0
3240	0
3241	0
3242	0
3243	0
3244	0
3245	0
3246	0
3247	0
3248	0
3249	0
3250	0
3251	0
3252	0
3253	0
3254	0
3255	0
3256	0
3257	0
3258	0
3259	0
3260	0
3261	0
3262	0
3263	1
3264	0
3265	0
3266	0
3267	0
3268	0
3269	0
3270	0
3271	0
3272	0
3273	0
3274	0
3275	0
3276	0
3277	0
3278	0
3279	0
3280	0
3281	0
3282	0
3283	0
3284	0
3285	0
3286	0
3287	0
3288	0
3289	0
3290	1
3291	0
3292	0
3293	0
3294	1
3295	0
3296	1
3297	0
3298	0
3299	0
3300	2
3301	0
3302	0
3303	0
3304	0
3305	1
3306	2
3307	0
3308	0
3309	0
3310	1
3311	0
3312	0
3313	2
3314	1
3315	0
3316	0
3317	0
3318	0
3319	0
3320	0
3321	0
3322	0
3323	0
3324	0
3325	1
3326	1
3327	0
3328	0
3329	0
3330	0
3331	0
3332	0
3333	0
3334	0
3335	0
3336	0
3337	2
3338	1
3339	1
3340	1
3341	0
3342	0
3343	0
3344	0
3345	0
3346	2
3347	0
3348	1
3349	1
3350	2
3351	0
3352	2
3353	3
3354	0
3355	1
3356	1
3357	0
3358	0
3359	0
3360	0
3361	0
3362	1
3363	1
3364	0
3365	1
3366	0
3367	0
3368	0
3369	0
3370	0
3371	0
3372	1
3373	0
3374	0
3375	0
3376	0
3377	0
3378	0
3379	0
3380	0
3381	0
3382	0
3383	0
3384	0
3385	0
3386	1
